ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
74	218	0	0	0.000000	1.903670	1.903670	0.000000	0.000000	0	0	0
75	70	0	0	0.000000	1.800000	1.800000	0.000000	0.000000	0	0	0
76	70	0	0	0.000000	1.271429	1.271429	0.000000	0.000000	0	0	0
77	70	0	0	0.000000	1.828571	1.828571	0.000000	0.000000	0	0	0
78	105	0	0	0.000000	1.590476	1.590476	0.000000	0.000000	0	0	0
79	135	0	0	0.000000	1.540741	1.540741	0.000000	0.000000	0	0	0
80	201	0	0	0.000000	1.338308	1.338308	0.000000	0.000000	0	0	0
81	70	0	0	0.000000	1.900000	1.900000	0.000000	0.000000	0	0	0
82	116	0	0	0.000000	1.353448	1.353448	0.000000	0.000000	0	0	0
83	74	0	0	0.000000	2.202703	2.202703	0.000000	0.000000	0	0	0
84	119	0	0	0.000000	2.193277	2.193277	0.000000	0.000000	0	0	0
85	286	0	0	0.000000	1.709790	1.709790	0.000000	0.000000	0	0	0
86	111	0	0	0.000000	1.630631	1.630631	0.000000	0.000000	0	0	0
87	129	0	0	0.000000	2.348837	2.348837	0.000000	0.000000	0	0	0
88	170	0	0	0.000000	1.558824	1.558824	0.000000	0.000000	0	0	0
89	69	0	0	0.000000	1.782609	1.782609	0.000000	0.000000	0	0	0
90	70	0	0	0.000000	1.557143	1.557143	0.000000	0.000000	0	0	0
91	115	0	0	0.000000	2.504348	2.504348	0.000000	0.000000	0	0	0
92	192	0	0	0.000000	2.062500	2.062500	0.000000	0.000000	0	0	0
93	120	0	0	0.000000	1.733333	1.733333	0.000000	0.000000	0	0	0
94	65	0	0	0.000000	2.476923	2.476923	0.000000	0.000000	0	0	0
95	69	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
96	138	0	0	0.000000	2.028986	2.028986	0.000000	0.000000	0	0	0
97	70	0	0	0.000000	1.600000	1.600000	0.000000	0.000000	0	0	0
98	70	0	0	0.000000	2.628571	2.628571	0.000000	0.000000	0	0	0
99	70	0	0	0.000000	1.900000	1.900000	0.000000	0.000000	0	0	0
100	111	0	0	0.000000	1.567568	1.567568	0.000000	0.000000	0	0	0
101	164	0	0	0.000000	1.280488	1.280488	0.000000	0.000000	0	0	0
102	95	0	0	0.000000	1.473684	1.473684	0.000000	0.000000	0	0	0
103	163	0	0	0.000000	1.472393	1.472393	0.000000	0.000000	0	0	0
104	139	0	0	0.000000	2.165468	2.165468	0.000000	0.000000	0	0	0
105	78	0	0	0.000000	2.628205	2.628205	0.000000	0.000000	0	0	0
106	64	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
107	70	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
108	120	0	0	0.000000	1.158333	1.158333	0.000000	0.000000	0	0	0
109	82	0	0	0.000000	2.353659	2.353659	0.000000	0.000000	0	0	0
110	70	0	0	0.000000	1.714286	1.714286	0.000000	0.000000	0	0	0
111	70	0	0	0.000000	1.014286	1.014286	0.000000	0.000000	0	0	0
112	65	0	0	0.000000	1.753846	1.753846	0.000000	0.000000	0	0	0
113	99	0	0	0.000000	1.343434	1.343434	0.000000	0.000000	0	0	0
114	70	0	0	0.000000	2.442857	2.442857	0.000000	0.000000	0	0	0
115	68	0	0	0.000000	1.985294	1.985294	0.000000	0.000000	0	0	0
116	110	0	0	0.000000	2.300000	2.300000	0.000000	0.000000	0	0	0
117	158	0	0	0.000000	1.227848	1.227848	0.000000	0.000000	0	0	0
118	154	0	0	0.000000	1.363636	1.363636	0.000000	0.000000	0	0	0
119	70	0	0	0.000000	1.271429	1.271429	0.000000	0.000000	0	0	0
120	70	0	0	0.000000	1.857143	1.857143	0.000000	0.000000	0	0	0
121	153	0	0	0.000000	1.888889	1.888889	0.000000	0.000000	0	0	0
122	75	0	0	0.000000	1.866667	1.866667	0.000000	0.000000	0	0	0
123	78	0	0	0.000000	2.384615	2.384615	0.000000	0.000000	0	0	0
124	97	0	0	0.000000	1.907216	1.907216	0.000000	0.000000	0	0	0
125	70	0	0	0.000000	1.557143	1.557143	0.000000	0.000000	0	0	0
126	131	0	0	0.000000	1.557252	1.557252	0.000000	0.000000	0	0	0
127	70	0	0	0.000000	2.485714	2.485714	0.000000	0.000000	0	0	0
128	116	0	0	0.000000	1.491379	1.491379	0.000000	0.000000	0	0	0
129	216	0	0	0.000000	1.990741	1.990741	0.000000	0.000000	0	0	0
130	174	0	0	0.000000	1.206897	1.206897	0.000000	0.000000	0	0	0
131	111	0	0	0.000000	1.261261	1.261261	0.000000	0.000000	0	0	0
132	130	0	0	0.000000	1.061538	1.061538	0.000000	0.000000	0	0	0
133	83	0	0	0.000000	2.481928	2.481928	0.000000	0.000000	0	0	0
134	117	0	0	0.000000	1.196581	1.196581	0.000000	0.000000	0	0	0
135	85	0	0	0.000000	2.011765	2.011765	0.000000	0.000000	0	0	0
136	146	0	0	0.000000	1.438356	1.438356	0.000000	0.000000	0	0	0
137	134	0	0	0.000000	1.044776	1.044776	0.000000	0.000000	0	0	0
138	143	0	0	0.000000	1.433566	1.433566	0.000000	0.000000	0	0	0
139	95	0	0	0.000000	2.336842	2.336842	0.000000	0.000000	0	0	0
140	127	0	0	0.000000	1.574803	1.574803	0.000000	0.000000	0	0	0
141	70	0	0	0.000000	1.685714	1.685714	0.000000	0.000000	0	0	0
142	80	0	0	0.000000	2.312500	2.312500	0.000000	0.000000	0	0	0
143	69	0	0	0.000000	1.550725	1.550725	0.000000	0.000000	0	0	0
144	197	0	0	0.000000	1.766497	1.766497	0.000000	0.000000	0	0	0
145	163	0	0	0.000000	1.288344	1.288344	0.000000	0.000000	0	0	0
146	70	0	0	0.000000	1.671429	1.671429	0.000000	0.000000	0	0	0
147	92	0	0	0.000000	1.717391	1.717391	0.000000	0.000000	0	0	0
148	70	0	0	0.000000	1.714286	1.714286	0.000000	0.000000	0	0	0
149	70	0	0	0.000000	1.028571	1.028571	0.000000	0.000000	0	0	0
150	138	0	0	0.000000	1.210145	1.210145	0.000000	0.000000	0	0	0
151	76	0	0	0.000000	1.842105	1.842105	0.000000	0.000000	0	0	0
152	70	0	0	0.000000	2.085714	2.085714	0.000000	0.000000	0	0	0
153	70	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
154	123	0	0	0.000000	1.471545	1.471545	0.000000	0.000000	0	0	0
155	70	0	0	0.000000	2.814286	2.814286	0.000000	0.000000	0	0	0
156	135	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
157	70	0	0	0.000000	2.100000	2.100000	0.000000	0.000000	0	0	0
158	121	0	0	0.000000	1.082645	1.082645	0.000000	0.000000	0	0	0
159	96	0	0	0.000000	1.708333	1.708333	0.000000	0.000000	0	0	0
160	166	0	0	0.000000	1.650602	1.650602	0.000000	0.000000	0	0	0
161	70	0	0	0.000000	1.728571	1.728571	0.000000	0.000000	0	0	0
162	70	0	0	0.000000	1.928571	1.928571	0.000000	0.000000	0	0	0
163	126	0	0	0.000000	1.111111	1.111111	0.000000	0.000000	0	0	0
164	78	0	0	0.000000	1.794872	1.794872	0.000000	0.000000	0	0	0
165	137	0	0	0.000000	1.459854	1.459854	0.000000	0.000000	0	0	0
166	70	0	0	0.000000	1.742857	1.742857	0.000000	0.000000	0	0	0
167	70	0	0	0.000000	1.471429	1.471429	0.000000	0.000000	0	0	0
168	65	0	0	0.000000	1.707692	1.707692	0.000000	0.000000	0	0	0
169	110	0	0	0.000000	2.418182	2.418182	0.000000	0.000000	0	0	0
170	70	0	0	0.000000	2.085714	2.085714	0.000000	0.000000	0	0	0
171	70	0	0	0.000000	2.128571	2.128571	0.000000	0.000000	0	0	0
172	70	0	0	0.000000	1.642857	1.642857	0.000000	0.000000	0	0	0
173	70	0	0	0.000000	1.871429	1.871429	0.000000	0.000000	0	0	0
174	70	0	0	0.000000	1.085714	1.085714	0.000000	0.000000	0	0	0
175	70	0	0	0.000000	1.814286	1.814286	0.000000	0.000000	0	0	0
176	67	0	0	0.000000	1.373134	1.373134	0.000000	0.000000	0	0	0
177	63	0	0	0.000000	1.952381	1.952381	0.000000	0.000000	0	0	0
178	70	0	0	0.000000	1.142857	1.142857	0.000000	0.000000	0	0	0
179	96	0	0	0.000000	1.458333	1.458333	0.000000	0.000000	0	0	0
180	80	0	0	0.000000	1.987500	1.987500	0.000000	0.000000	0	0	0
181	110	0	0	0.000000	1.263636	1.263636	0.000000	0.000000	0	0	0
182	91	0	0	0.000000	1.967033	1.967033	0.000000	0.000000	0	0	0
183	96	0	0	0.000000	2.083333	2.083333	0.000000	0.000000	0	0	0
184	92	0	0	0.000000	1.521739	1.521739	0.000000	0.000000	0	0	0
185	88	0	0	0.000000	1.545455	1.545455	0.000000	0.000000	0	0	0
186	70	0	0	0.000000	1.785714	1.785714	0.000000	0.000000	0	0	0
187	102	0	0	0.000000	2.049020	2.049020	0.000000	0.000000	0	0	0
188	85	0	0	0.000000	1.200000	1.200000	0.000000	0.000000	0	0	0
189	139	0	0	0.000000	1.438849	1.438849	0.000000	0.000000	0	0	0
190	70	0	0	0.000000	1.314286	1.314286	0.000000	0.000000	0	0	0
191	70	0	0	0.000000	1.814286	1.814286	0.000000	0.000000	0	0	0
192	70	0	0	0.000000	1.085714	1.085714	0.000000	0.000000	0	0	0
193	65	0	0	0.000000	1.323077	1.323077	0.000000	0.000000	0	0	0
194	70	0	0	0.000000	1.342857	1.342857	0.000000	0.000000	0	0	0
195	70	0	0	0.000000	1.971429	1.971429	0.000000	0.000000	0	0	0
196	139	0	0	0.000000	1.007194	1.007194	0.000000	0.000000	0	0	0
197	70	0	0	0.000000	1.500000	1.500000	0.000000	0.000000	0	0	0
198	88	0	0	0.000000	1.761364	1.761364	0.000000	0.000000	0	0	0
199	70	0	0	0.000000	1.842857	1.842857	0.000000	0.000000	0	0	0
200	70	0	0	0.000000	2.028571	2.028571	0.000000	0.000000	0	0	0
201	66	0	0	0.000000	1.121212	1.121212	0.000000	0.000000	0	0	0
202	110	0	0	0.000000	1.809091	1.809091	0.000000	0.000000	0	0	0
203	124	0	0	0.000000	1.112903	1.112903	0.000000	0.000000	0	0	0
204	108	0	0	0.000000	1.574074	1.574074	0.000000	0.000000	0	0	0
