FBtr0307364	1000	225	161.574	0.161574	0.718108
FBtr0346009	1000	593	-329.079	-0.329079	-0.554939
FBtr0342773	1000	641	-540.415	-0.540415	-0.843082
FBtr0345609	1000	646	-624.311	-0.624311	-0.966426
FBtr0070387	1000	643	-1227.32	-1.22732	-1.90874
FBtr0070388	1000	648	-958.944	-0.958944	-1.47985
FBtr0070389	1000	644	-1374.24	-1.37424	-2.13391
FBtr0070425	1000	650	-1241.11	-1.24111	-1.9094
FBtr0345607	1000	650	-734.981	-0.734981	-1.13074
FBtr0070390	1000	648	-834.035	-0.834035	-1.28709
FBtr0290085	1000	625	-812.445	-0.812445	-1.29991
FBtr0342764	1000	625	-812.445	-0.812445	-1.29991
FBtr0070392	1000	625	-885.7	-0.8857	-1.41712
FBtr0345608	1000	625	-885.7	-0.8857	-1.41712
FBtr0342765	1000	634	-1291.99	-1.29199	-2.03785
FBtr0331383	1000	375	-487.267	-0.487267	-1.29938
FBtr0070424	1000	575	-585.736	-0.585736	-1.01867
FBtr0070393	1000	646	397.355	0.397355	0.6151
FBtr0309994	1000	627	-11.7238	-0.0117238	-0.0186982
FBtr0070423	1000	656	-1047.88	-1.04788	-1.59738
FBtr0345599	1000	615	-882.207	-0.882207	-1.43448
FBtr0070422	1000	625	-1022.38	-1.02238	-1.63581
FBtr0342772	1000	625	-1022.38	-1.02238	-1.63581
FBtr0070421	1000	625	-1022.38	-1.02238	-1.63581
FBtr0070420	1000	625	-746.927	-0.746927	-1.19508
FBtr0342771	1000	625	-746.927	-0.746927	-1.19508
FBtr0342770	1000	625	-746.927	-0.746927	-1.19508
FBtr0332380	1000	641	-600.981	-0.600981	-0.937567
FBtr0344153	1000	589	554.255	0.554255	0.941011
FBtr0332381	1000	589	554.255	0.554255	0.941011
FBtr0342766	1000	589	554.255	0.554255	0.941011
FBtr0070419	1000	601	-844.707	-0.844707	-1.4055
FBtr0342769	1000	600	-903.027	-0.903027	-1.50505
FBtr0070396	1000	579	-241.478	-0.241478	-0.41706
FBtr0070397	1000	650	-2001.94	-2.00194	-3.0799
FBtr0070418	1000	642	-628.237	-0.628237	-0.978562
FBtr0342768	1000	633	-386.523	-0.386523	-0.61062
FBtr0070417	1000	633	-386.523	-0.386523	-0.61062
FBtr0070416	1000	624	-13.9327	-0.0139327	-0.022328
FBtr0342767	1000	624	-13.9327	-0.0139327	-0.022328
FBtr0070415	1000	579	-1248.28	-1.24828	-2.15593
FBtr0340208	1000	579	-1248.28	-1.24828	-2.15593
FBtr0345316	1000	641	-1344.98	-1.34498	-2.09825
FBtr0070414	1000	641	-1344.98	-1.34498	-2.09825
FBtr0070398	1000	625	-711.823	-0.711823	-1.13892
FBtr0346648	1000	599	-768.258	-0.768258	-1.28257
FBtr0345315	1000	599	-798.046	-0.798046	-1.3323
FBtr0070412	1000	599	-798.046	-0.798046	-1.3323
FBtr0300793	1000	599	-798.046	-0.798046	-1.3323
FBtr0346010	1000	583	-558.877	-0.558877	-0.958623
FBtr0300792	1000	633	-1823.6	-1.8236	-2.88089
FBtr0070411	1000	619	-1812.63	-1.81263	-2.92832
FBtr0347302	1000	639	1094.05	1.09405	1.71212
FBtr0112535	1000	601	1327.04	1.32704	2.20806
FBtr0332962	1000	574	-271.975	-0.271975	-0.473825
FBtr0070408	1000	578	-303.495	-0.303495	-0.525077
FBtr0344007	1000	566	-1536.64	-1.53664	-2.71491
FBtr0308939	1000	624	-871.431	-0.871431	-1.39652
FBtr0308938	1000	638	-891.911	-0.891911	-1.39798
FBtr0070407	1000	636	-939.59	-0.93959	-1.47734
FBtr0308937	1000	636	-939.59	-0.93959	-1.47734
FBtr0070399	1000	624	-232.659	-0.232659	-0.37285
FBtr0308931	1000	625	-172.414	-0.172414	-0.275863
FBtr0308932	1000	625	-172.414	-0.172414	-0.275863
FBtr0303997	1000	605	450.883	0.450883	0.745261
FBtr0333731	1000	605	450.883	0.450883	0.745261
FBtr0303998	1000	605	450.883	0.450883	0.745261
FBtr0070406	1000	605	450.883	0.450883	0.745261
FBtr0070401	1000	598	-2430.7	-2.4307	-4.06472
FBtr0070405	1000	600	-475.386	-0.475386	-0.792311
FBtr0333730	1000	600	-475.386	-0.475386	-0.792311
FBtr0070404	1000	609	-371.513	-0.371513	-0.610038
FBtr0070403	1000	609	-371.513	-0.371513	-0.610038
FBtr0307284	1000	609	-371.513	-0.371513	-0.610038
FBtr0070402	1000	618	-219.75	-0.21975	-0.355582
FBtr0307285	1000	618	-219.75	-0.21975	-0.355582
FBtr0343597	1000	618	-219.75	-0.21975	-0.355582
FBtr0333530	1000	612	-387.459	-0.387459	-0.633102
FBtr0333529	1000	555	440.474	0.440474	0.793648
FBtr0333531	1000	555	440.474	0.440474	0.793648
FBtr0333532	1000	555	440.474	0.440474	0.793648
FBtr0333533	1000	641	-172.724	-0.172724	-0.26946
FBtr0333526	1000	578	-382.071	-0.382071	-0.661022
FBtr0333528	1000	578	-382.071	-0.382071	-0.661022
FBtr0333527	1000	637	-147.045	-0.147045	-0.23084
FBtr0070462	1000	625	5717.4	5.7174	9.14784
FBtr0070461	1000	500	2628.34	2.62834	5.25668
FBtr0070460	1000	431	3610.4	3.6104	8.3768
FBtr0070459	1000	647	5651.27	5.65127	8.73458
FBtr0308831	1000	647	5651.27	5.65127	8.73458
FBtr0070458	1000	639	57.5318	0.0575318	0.0900341
FBtr0070457	1000	639	57.5318	0.0575318	0.0900341
FBtr0303886	1000	639	57.5318	0.0575318	0.0900341
FBtr0303887	1000	639	57.5318	0.0575318	0.0900341
FBtr0334883	1000	639	57.5318	0.0575318	0.0900341
FBtr0070435	1000	641	-1324.51	-1.32451	-2.06632
FBtr0100380	1000	640	-1292.36	-1.29236	-2.01931
FBtr0331161	1000	640	-1292.36	-1.29236	-2.01931
FBtr0342805	1000	656	-123.122	-0.123122	-0.187686
FBtr0342810	1000	656	-123.122	-0.123122	-0.187686
FBtr0342806	1000	656	-123.122	-0.123122	-0.187686
FBtr0342808	1000	656	-123.122	-0.123122	-0.187686
FBtr0342809	1000	656	-123.122	-0.123122	-0.187686
FBtr0342811	1000	656	-123.122	-0.123122	-0.187686
FBtr0342812	1000	656	-123.122	-0.123122	-0.187686
FBtr0342813	1000	656	-123.122	-0.123122	-0.187686
FBtr0342814	1000	656	-123.122	-0.123122	-0.187686
FBtr0342815	1000	656	-123.122	-0.123122	-0.187686
FBtr0342816	1000	656	-123.122	-0.123122	-0.187686
FBtr0342817	1000	656	-123.122	-0.123122	-0.187686
FBtr0342818	1000	656	-123.122	-0.123122	-0.187686
FBtr0342819	1000	656	-123.122	-0.123122	-0.187686
FBtr0342820	1000	656	-123.122	-0.123122	-0.187686
FBtr0342821	1000	656	-123.122	-0.123122	-0.187686
FBtr0342822	1000	656	-123.122	-0.123122	-0.187686
FBtr0342824	1000	656	-123.122	-0.123122	-0.187686
FBtr0342825	1000	656	-123.122	-0.123122	-0.187686
FBtr0342826	1000	656	-123.122	-0.123122	-0.187686
FBtr0342823	1000	575	-149.365	-0.149365	-0.259765
FBtr0342807	1000	648	-327.614	-0.327614	-0.505577
FBtr0309617	1000	621	232.82	0.23282	0.374911
FBtr0309619	1000	625	224.419	0.224419	0.359071
FBtr0309618	1000	616	192.142	0.192142	0.311918
FBtr0340085	1000	556	-286.881	-0.286881	-0.515974
FBtr0070436	1000	586	129.46	0.12946	0.220921
FBtr0340084	1000	586	129.46	0.12946	0.220921
FBtr0308565	1000	590	40.3733	0.0403733	0.0684293
FBtr0339401	1000	646	-829.199	-0.829199	-1.28359
FBtr0345706	1000	646	-829.199	-0.829199	-1.28359
FBtr0302447	1000	616	-1125.35	-1.12535	-1.82686
FBtr0302449	1000	647	-684.261	-0.684261	-1.05759
FBtr0070437	1000	650	-581.37	-0.58137	-0.894416
FBtr0302448	1000	650	-581.37	-0.58137	-0.894416
FBtr0308567	1000	625	-580.73	-0.58073	-0.929168
FBtr0300707	1000	625	-580.73	-0.58073	-0.929168
FBtr0070438	1000	634	-292.435	-0.292435	-0.461254
FBtr0308566	1000	634	-292.435	-0.292435	-0.461254
FBtr0070439	1000	582	137.452	0.137452	0.236172
FBtr0070440	1000	627	-1662.51	-1.66251	-2.65154
FBtr0340091	1000	650	-2087.12	-2.08712	-3.21095
FBtr0070448	1000	614	-328.723	-0.328723	-0.535379
FBtr0340093	1000	604	-512.366	-0.512366	-0.848289
FBtr0070441	1000	671	-806.957	-0.806957	-1.20262
FBtr0070447	1000	639	-541.913	-0.541913	-0.848064
FBtr0070446	1000	640	171.668	0.171668	0.268232
FBtr0307159	1000	488	-503.75	-0.50375	-1.03227
FBtr0070445	1000	648	-512.636	-0.512636	-0.791105
FBtr0070442	1000	628	-1971.14	-1.97114	-3.13876
FBtr0300708	1000	628	-1591	-1.591	-2.53344
FBtr0340092	1000	628	-1591	-1.591	-2.53344
FBtr0307158	1000	656	-726.603	-0.726603	-1.10763
FBtr0331587	1000	656	-726.603	-0.726603	-1.10763
FBtr0070466	1000	590	-164.214	-0.164214	-0.278329
FBtr0070468	1000	590	-164.214	-0.164214	-0.278329
FBtr0070473	1000	590	-164.214	-0.164214	-0.278329
FBtr0070469	1000	590	-164.214	-0.164214	-0.278329
FBtr0070467	1000	590	-164.214	-0.164214	-0.278329
FBtr0070474	1000	590	-164.214	-0.164214	-0.278329
FBtr0070472	1000	600	-203.856	-0.203856	-0.33976
FBtr0070470	1000	648	-1.14639	-0.00114639	-0.00176912
FBtr0301966	1000	625	-527.277	-0.527277	-0.843643
FBtr0331753	1000	649	-1385.34	-1.38534	-2.13458
FBtr0070475	1000	600	-1464.43	-1.46443	-2.44072
FBtr0302185	1000	640	-893.315	-0.893315	-1.3958
FBtr0070476	1000	626	-869.732	-0.869732	-1.38935
FBtr0331752	1000	587	-1003.07	-1.00307	-1.7088
FBtr0070471	1000	633	-6.71406	-0.00671406	-0.0106067
FBtr0331751	1000	633	-6.71406	-0.00671406	-0.0106067
FBtr0112828	1000	588	1454.65	1.45465	2.4739
FBtr0345172	1000	473	-343.506	-0.343506	-0.726229
FBtr0346738	1000	450	-257.488	-0.257488	-0.572195
FBtr0070506	1000	478	1449.17	1.44917	3.03175
FBtr0070505	1000	625	2604.46	2.60446	4.16713
FBtr0340601	1000	649	3078.16	3.07816	4.74292
FBtr0070477	1000	632	1938.57	1.93857	3.06735
FBtr0332311	1000	632	1938.57	1.93857	3.06735
FBtr0070504	1000	650	-1680.21	-1.68021	-2.58494
FBtr0345716	1000	638	-1075.32	-1.07532	-1.68546
FBtr0070502	1000	626	-991.088	-0.991088	-1.58321
FBtr0070478	1000	650	-1009.6	-1.0096	-1.55323
FBtr0345709	1000	650	-1009.6	-1.0096	-1.55323
FBtr0070501	1000	600	-730.122	-0.730122	-1.21687
FBtr0273276	1000	600	-730.122	-0.730122	-1.21687
FBtr0345710	1000	600	-730.122	-0.730122	-1.21687
FBtr0070479	1000	610	77.628	0.077628	0.127259
FBtr0273279	1000	647	-582.666	-0.582666	-0.900566
FBtr0070480	1000	601	-403.522	-0.403522	-0.671418
FBtr0070499	1000	641	-576.038	-0.576038	-0.898655
FBtr0070481	1000	625	-1765.76	-1.76576	-2.82521
FBtr0070482	1000	625	-1765.76	-1.76576	-2.82521
FBtr0310649	1000	625	-1765.76	-1.76576	-2.82521
FBtr0070498	1000	633	48.8318	0.0488318	0.0771435
FBtr0070484	1000	631	-1703.21	-1.70321	-2.69923
FBtr0070485	1000	625	-1132.13	-1.13213	-1.81141
FBtr0070486	1000	649	-559.656	-0.559656	-0.862336
FBtr0070487	1000	650	-125.985	-0.125985	-0.193824
FBtr0347024	1000	634	-372.164	-0.372164	-0.587009
FBtr0070497	1000	649	-320.383	-0.320383	-0.493657
FBtr0070488	1000	619	-142.259	-0.142259	-0.229821
FBtr0070496	1000	636	-483.688	-0.483688	-0.760516
FBtr0070495	1000	636	-483.688	-0.483688	-0.760516
FBtr0332496	1000	595	-201.456	-0.201456	-0.338581
FBtr0070494	1000	595	-201.456	-0.201456	-0.338581
FBtr0309500	1000	624	-510.236	-0.510236	-0.817686
